ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0099572	postsynaptic specialization	144/5175	361/19559	1.4272685580778944e-8	1.8221461924794452e-6	1.4272685580778946e-6	22849/22871/2903/8927/8525/57497/6156/2561/4131/22941/10505/2043/6142/491/3756/775/57053/79870/54910/55752/4038/107/4915/23208/27020/2066/55327/201191/3752/8661/9231/1742/2785/2894/57554/26052/659/57120/642938/29/2534/10368/401190/6774/8502/388336/8831/6536/8536/26037/146395/80315/1630/112476/747/57537/2045/66000/9829/2905/4897/5621/4133/116443/135/2557/81831/409/23623/26045/119/1501/1759/8516/1740/9867/3750/9758/1131/27445/9746/23362/54583/7525/575/3836/9495/84062/2911/1008/23229/8087/27185/22829/729956/5062/57679/10486/6695/9743/5142/55607/57534/9181/2332/6543/9162/7074/2901/5025/54477/2898/23426/152404/88/5594/2902/2185/25945/9912/408/1739/5727/200933/57555/9026/55333/59283/120/6711/10006/23237/1821/6853/29904/23413/55450/57622/9890/1949/5063/4900/58489/729993	144
CC	GO:0032279	asymmetric synapse	137/5175	343/19559	2.8913235206794598e-8	3.163934024057809e-6	2.4782773034395372e-6	22849/22871/2903/8927/8525/57497/6156/4131/22941/10505/2043/6142/491/3756/775/79870/54910/4038/107/4915/23208/27020/2066/55327/201191/3752/8661/9231/1742/2785/2894/57554/26052/659/57120/642938/29/2534/10368/401190/6774/8502/388336/8831/6536/8536/26037/146395/80315/1630/112476/747/57537/2045/66000/9829/2905/4897/5621/4133/116443/135/81831/409/23623/26045/119/1501/1759/8516/1740/9867/3750/9758/1131/27445/9746/23362/54583/575/3836/9495/84062/2911/23229/8087/27185/22829/729956/5062/57679/10486/6695/9743/5142/55607/57534/9181/2332/6543/9162/7074/2901/5025/54477/2898/23426/152404/88/5594/2902/2185/25945/9912/408/1739/5727/200933/9026/55333/59283/120/6711/10006/23237/1821/6853/29904/23413/55450/57622/9890/1949/5063/4900/58489/729993	137
CC	GO:0120111	neuron projection cytoplasm	47/5175	87/19559	4.367689137152268e-8	4.182062348823297e-6	3.275766852864202e-6	9371/5048/7345/80128/1742/55207/23095/23710/26985/3192/3798/66000/4133/22906/2319/8120/7014/388552/1740/3800/3208/4988/84062/667/8546/2332/10749/6416/2898/5594/5874/127829/821/100/55860/9026/84945/11127/55330/3799/9001/79971/3315/2899/26258/81565/23291	47
CC	GO:0042734	presynaptic membrane	72/5175	156/19559	8.957369143807538e-8	7.6237164046184155e-6	5.971579429205027e-6	6511/2903/1272/2043/3756/5818/3736/3359/23208/27020/3746/6326/1268/2066/223082/115207/148/112755/6529/401190/6536/9378/2823/6506/112476/5100/1211/3747/135/5030/2319/23085/9892/5663/2900/1759/1131/2572/4988/490/8301/1008/9783/53826/2332/8061/9162/3092/2901/3738/6857/2898/57863/93664/26059/821/9381/200933/57555/8573/53942/1137/493/3760/322/23385/6532/2899/9751/55361/1949/776	72
CC	GO:0030133	transport vesicle	156/5175	410/19559	1.4162808102186793e-7	1.0848711006275083e-5	8.497684861312077e-6	2903/8927/9545/6836/1359/359/10959/8675/4074/54910/4884/51762/8218/57030/23208/3123/10618/64418/7039/6272/5127/200734/372/1742/5861/3479/6572/23095/57120/10483/112755/5538/3134/6536/6645/202915/10396/80262/4135/23157/3998/55784/10987/56681/5122/10802/112476/10652/83464/5045/1211/5869/25924/5865/203547/9892/90411/4311/8674/9950/5663/1906/9900/23176/84079/388552/6653/1759/10282/84958/5872/1213/858/2572/1201/26503/115827/57221/762/8301/3055/54732/6811/6844/8615/84062/29106/27185/8448/22937/55704/6570/6571/140767/6843/5142/22818/5864/6845/284612/9162/25844/808/6857/261729/23312/634/23335/11261/10484/10228/3127/5873/89866/29988/5874/51128/164/5867/3113/9114/2902/7416/9381/51014/4922/10945/9321/22895/9001/2555/25956/23385/10890/192683/6853/9527/3107/26258/9501/55361/81565/10427/8766/10972/55530/55754/79666/388662/4900/5126/127833/22987/1604/11021/84937	156
CC	GO:0005667	transcription regulator complex	156/5175	413/19559	2.4088803825327694e-7	1.6394995437167488e-5	1.2842032979504563e-5	5450/5451/8625/28996/6883/1870/5993/60529/7464/11317/5087/51616/6498/9330/2113/7090/6882/55122/5991/6667/23013/2957/1457/4087/4331/51341/8521/55758/91748/6774/6875/3192/4089/112950/8463/2649/9421/7088/23314/55502/5458/9734/10625/860/25937/6934/9282/59348/10725/5978/7421/4656/83463/1390/5931/1871/144455/27097/9519/1387/5934/51003/127343/5454/54815/57459/6874/333929/5925/10923/10589/865/9441/1869/5932/129685/64210/607/3642/429/5970/3068/3219/6496/56980/7003/9612/23468/7391/2672/6662/4601/2140/405/4149/3516/3059/63976/6670/51176/5926/117154/1875/5994/9014/4205/6938/55957/8928/2117/8013/10736/864/4862/57708/6908/2976/1019/4808/80155/1482/344018/10456/55635/1388/4088/2353/11218/5316/1108/23054/7091/2071/7023/5928/84684/84864/64321/9015/4773/3725/1385/902/463/9611/5591/83860/2494/100271849/7529/4760/9443/9464/4092/51804/10443	156
CC	GO:0030427	site of polarized growth	83/5175	191/19559	2.568406595900912e-7	1.6394995437167488e-5	1.2842032979504563e-5	57698/4131/22941/2043/5818/1268/5048/116983/7786/114134/50861/8633/4628/65078/8239/2316/80315/1525/22902/2823/23405/10409/57447/323/4133/22906/6993/55811/9344/1826/7531/5663/1400/57451/1996/23307/3800/81551/10642/54942/57616/84062/8087/27185/867/57679/9638/140767/3059/55607/2332/7074/808/85300/27124/7402/90060/10094/22933/26059/10129/11075/2185/149371/5727/91653/5101/4649/3799/5923/9001/81544/10006/2288/322/4644/6622/7224/55361/81565/2017/9266/10236	83
CC	GO:0030426	growth cone	80/5175	184/19559	4.084617153287808e-7	2.4067821072449697e-5	1.8852079169020655e-5	57698/4131/22941/2043/5818/1268/5048/116983/7786/114134/50861/8633/4628/65078/8239/2316/80315/1525/22902/2823/23405/10409/57447/323/4133/22906/6993/55811/9344/1826/7531/5663/1400/57451/1996/23307/3800/81551/10642/54942/57616/84062/8087/27185/867/57679/9638/140767/55607/2332/7074/808/85300/27124/7402/90060/10094/22933/26059/11075/2185/149371/5727/91653/5101/4649/3799/5923/9001/81544/10006/2288/322/4644/6622/7224/81565/2017/9266/10236	80
CC	GO:1990351	transporter complex	128/5175	330/19559	5.513303176025882e-7	3.0165644520255898e-5	2.3628442182968072e-5	57406/56479/22871/30818/2903/126755/3790/2892/6323/5350/2561/22941/3756/775/10021/3736/3359/6327/3746/6326/65010/3752/144453/1742/118427/23439/6334/57554/2564/774/10368/388336/26519/6330/2281/6332/2280/25932/785/3747/2905/54102/54831/116443/23507/2557/64840/56262/286097/10058/3743/2900/54714/1740/3750/782/23704/91404/23415/3753/26515/2742/3778/26047/6844/196527/6833/90550/3749/486/784/729956/1804/777/55107/30819/5142/9132/1181/808/2901/3738/2569/5193/6331/2898/6329/779/3739/23155/57628/55800/3767/8913/2902/2185/6340/348980/1739/483/402117/2893/55333/1137/1138/59283/2555/3760/57463/26520/2899/7224/126129/2566/1261/2743/783/10060/482/7222/23630/776/2560/2017/3764/6338/729993/93145	128
CC	GO:0150034	distal axon	121/5175	309/19559	6.258185529150544e-7	3.195846743552878e-5	2.5032742116602183e-5	30818/57698/4131/22941/2043/5818/57282/28964/3736/4915/23208/3746/1268/5048/116983/7786/114134/50861/796/8633/4628/5173/6572/5579/65078/8239/2316/57657/80315/23157/1525/22902/2823/112476/23405/10409/8867/3747/57447/60/323/5621/4133/22906/6993/55811/9344/1826/7531/5663/1400/57451/1996/23307/3800/81551/10642/339302/1131/54942/57616/29993/84062/3749/8087/27185/7399/867/57679/6570/6571/9638/140767/55607/5864/2332/6543/9162/7074/808/2901/3738/85300/27124/5025/7402/116/90060/2898/10094/22933/9114/26059/11075/2902/2185/149371/5727/91653/4922/5101/4649/3799/5923/9001/81544/5428/10006/2288/322/4644/2899/6622/7224/81565/23413/57465/2017/9266/10236/63923	121
CC	GO:0098889	intrinsic component of presynaptic membrane	43/5175	83/19559	7.541710990477366e-7	3.610594136691039e-5	2.8281416214290127e-5	6511/1272/2043/3756/5818/3736/3359/23208/27020/3746/6326/1268/2066/148/6529/401190/6536/9378/2823/6506/112476/135/5030/2319/5663/2900/1131/4988/490/1008/53826/2901/3738/57863/821/53942/1137/493/3760/23385/6532/1949/776	43
CC	GO:0044304	main axon	37/5175	68/19559	9.219762311204866e-7	4.154316429637017e-5	3.254033756895836e-5	6323/1605/4131/3756/6092/3736/3746/89796/6326/80128/286/1742/6334/57554/6506/747/3747/4897/4133/135/1759/1740/26047/57471/6695/7074/22933/7133/3767/1739/6711/23114/322/1261/4155/100505385/10382	37
CC	GO:0098878	neurotransmitter receptor complex	30/5175	51/19559	1.0855877920050286e-6	4.619779159310289e-5	3.618625973350096e-5	57406/22871/2903/2892/22941/3359/1742/118427/57554/10368/388336/2905/116443/64840/2900/1740/729956/2901/2898/2902/2185/1739/402117/2893/55333/59283/2899/126129/729993/93145	30
CC	GO:0098839	postsynaptic density membrane	46/5175	92/19559	1.1722531536884277e-6	4.7260311353965035e-5	3.701852064279246e-5	2903/57497/2043/491/3756/775/54910/107/27020/2066/55327/1742/2894/10368/401190/388336/146395/1630/112476/747/57537/2045/2905/4897/26045/1740/1131/9746/2911/22829/729956/9162/7074/2901/88/2902/25945/1739/55333/59283/23237/57622/9890/1949/58489/729993	46
CC	GO:1902495	transmembrane transporter complex	124/5175	322/19559	1.2746648479858512e-6	4.838480757476039e-5	3.7899327082057745e-5	57406/56479/22871/30818/2903/126755/3790/2892/6323/5350/2561/22941/3756/775/10021/3736/3359/6327/3746/6326/65010/3752/144453/1742/118427/23439/6334/57554/2564/774/10368/388336/6330/2281/6332/2280/25932/785/3747/2905/54102/54831/116443/23507/2557/64840/56262/286097/10058/3743/2900/54714/1740/3750/782/23704/91404/23415/3753/2742/3778/26047/6844/196527/6833/90550/3749/486/784/729956/1804/777/55107/30819/5142/9132/1181/808/2901/3738/2569/6331/2898/6329/779/3739/23155/57628/55800/3767/8913/2902/2185/6340/348980/1739/483/402117/2893/55333/1137/1138/59283/2555/3760/57463/2899/7224/126129/2566/1261/2743/783/10060/482/7222/23630/776/2560/2017/3764/6338/729993/93145	124
CC	GO:0008328	ionotropic glutamate receptor complex	29/5175	49/19559	1.3741415246066634e-6	4.838480757476039e-5	3.7899327082057745e-5	57406/22871/2903/2892/22941/1742/118427/57554/10368/388336/2905/116443/64840/2900/1740/729956/2901/2898/2902/2185/1739/402117/2893/55333/59283/2899/126129/729993/93145	29
CC	GO:0099056	integral component of presynaptic membrane	39/5175	74/19559	1.389641993008784e-6	4.838480757476039e-5	3.7899327082057745e-5	6511/2043/3756/5818/3736/3359/23208/27020/3746/6326/1268/2066/148/6529/6536/9378/2823/6506/112476/135/5030/5663/2900/1131/4988/490/1008/53826/2901/3738/57863/821/1137/493/3760/23385/6532/1949/776	39
CC	GO:0034702	ion channel complex	116/5175	299/19559	1.8120522378124984e-6	6.034921800714668e-5	4.727092794293475e-5	57406/56479/22871/30818/2903/126755/3790/2892/6323/2561/22941/3756/775/10021/3736/3359/6327/3746/6326/65010/3752/144453/1742/118427/6334/57554/2564/774/10368/388336/6330/2281/6332/2280/25932/785/3747/2905/54102/54831/116443/23507/2557/64840/56262/286097/3743/2900/1740/3750/782/23704/91404/23415/3753/2742/3778/26047/6844/196527/6833/90550/3749/784/729956/1804/777/55107/30819/5142/9132/1181/808/2901/3738/2569/6331/2898/6329/779/3739/23155/57628/55800/3767/8913/2902/2185/6340/348980/1739/402117/2893/55333/1137/1138/59283/2555/3760/57463/2899/7224/126129/2566/2743/783/10060/7222/23630/776/2560/2017/3764/6338/729993/93145	116
CC	GO:0034703	cation channel complex	90/5175	221/19559	2.5141858031309135e-6	7.755482652636528e-5	6.074790589532529e-5	57406/56479/22871/30818/2903/126755/3790/2892/6323/3756/775/10021/3736/3359/6327/3746/6326/3752/1742/118427/6334/774/10368/388336/6330/2281/6332/2280/785/3747/2905/116443/64840/286097/3743/2900/1740/3750/782/23704/91404/23415/3753/3778/26047/6844/6833/90550/3749/784/729956/1804/777/30819/5142/9132/808/2901/3738/6331/2898/6329/779/3739/57628/55800/3767/8913/2902/2185/6340/348980/402117/2893/59283/3760/57463/2899/7224/126129/783/10060/7222/23630/776/2017/3764/6338/729993/93145	90
CC	GO:0030658	transport vesicle membrane	86/5175	209/19559	2.5311627456385534e-6	7.755482652636528e-5	6.074790589532529e-5	8927/359/10959/8675/54910/8218/57030/3123/7039/200734/5861/6572/10483/3134/6536/6645/202915/10396/80262/4135/3998/55784/56681/10802/112476/1211/5869/5865/203547/90411/8674/9900/23176/6653/1213/2572/26503/115827/57221/762/6811/6844/8615/84062/29106/8448/22937/6570/6571/6843/5864/6845/284612/808/6857/23312/634/10484/10228/3127/89866/5874/51128/164/5867/3113/9381/51014/22895/2555/25956/192683/6853/3107/9501/55361/10427/10972/55530/55754/388662/4900/127833/22987/11021/84937	86
CC	GO:0016323	basolateral plasma membrane	98/5175	246/19559	2.9344819341252147e-6	8.645435236691978e-5	6.771881386442803e-5	5167/10864/200958/1605/947/359/7369/57282/10057/10163/8671/2066/6541/7039/65010/55327/286/6558/57554/659/84465/3570/6536/361/9057/1525/9843/375611/358/7037/113235/3747/64849/5030/3953/2319/9053/23705/409/960/5745/975/1740/1015/2064/1131/287/3766/490/25778/54106/9376/2060/4478/4363/3248/55914/9990/115111/8754/667/9132/4233/6543/3177/26504/634/27202/340547/7010/6566/6507/9073/3655/1956/196500/8650/408/1739/9381/8573/6533/55333/64116/493/8613/366/2065/7253/9497/1832/10630/23516/1014/9635/3416/2760/64127	98
CC	GO:0099699	integral component of synaptic membrane	67/5175	154/19559	3.3499708272711842e-6	9.503991309961952e-5	7.444379616158188e-5	6511/57406/22871/2903/57497/2561/2043/3756/5818/57053/3736/107/3359/23208/27020/3746/6326/1268/2066/3752/2894/148/6529/10368/388336/6536/9378/146395/1630/2823/6506/112476/747/2045/5100/4897/135/5030/2557/5663/26045/2900/1131/80863/4988/490/9746/1008/729956/53826/2901/3738/57863/821/2902/25945/57555/1137/493/3760/23385/6532/57622/9890/1949/776/729993	67
CC	GO:0099240	intrinsic component of synaptic membrane	71/5175	166/19559	3.6545956725166347e-6	9.997929589813365e-5	7.831276441107076e-5	6511/57406/22871/2903/1272/57497/2561/2043/3756/5818/57053/3736/107/3359/23208/27020/3746/6326/1268/2066/3752/2894/148/6529/10368/401190/388336/6536/9378/146395/1630/2823/6506/112476/747/2045/5100/4897/135/5030/2557/2319/5663/26045/2900/1131/80863/4988/490/9746/1008/729956/53826/2901/3738/57863/821/2902/25945/57555/53942/1137/493/3760/23385/6532/57622/9890/1949/776/729993	71
CC	GO:0005769	early endosome	139/5175	377/19559	4.842256433415784e-6	1.279023595860859e-4	1.0018461586377484e-4	23325/55858/23062/83737/9765/2043/79874/81609/3756/30846/9392/4915/7803/10163/6272/51617/857/5861/63894/92737/149466/51699/3064/123606/3134/54520/202915/8724/1238/93380/9100/124460/920/4012/747/57537/66000/151636/7037/9559/142678/5770/5869/926/7251/25849/22906/23180/9146/4311/124930/23623/387849/5663/91947/7852/26060/23307/84079/6653/382/4891/666/2064/5987/287/1201/5906/8301/5245/9516/55614/11031/26047/2060/55697/220972/57720/54982/8153/57679/8723/10938/57561/221472/10617/23161/26276/100137049/9777/261729/58533/29126/79890/4952/10228/23245/8639/54918/2042/5594/2046/112936/1956/9711/5867/26750/9114/8650/27065/8073/23074/57403/79139/6614/125058/9001/25999/79971/10981/26994/23237/4644/55283/23385/3107/55361/114880/4771/55353/79666/6478/2889/8128/5371/23516/245972/134829/8934	139
CC	GO:0031984	organelle subcompartment	142/5175	392/19559	1.1192615174442537e-5	2.80881692770087e-4	2.200117697938018e-4	2650/63941/53349/55858/2528/2526/23062/65055/9334/259230/11320/6483/5879/10959/8675/4074/23258/8218/6480/23208/3123/10618/79586/6272/9159/444/51617/84725/23057/5007/122553/54928/10893/10396/2280/55204/146705/80262/23647/84068/8853/2529/92979/5045/1211/6253/283987/2530/8704/93643/22836/4311/8674/9950/55300/6786/6653/2803/7443/10282/57614/83871/5205/5872/666/1213/27236/64131/1201/762/7905/2591/64149/11031/26960/6844/8615/80124/25923/5125/51763/2804/57511/54480/25843/80856/10193/2800/10040/10466/221035/6293/6845/55959/57574/8601/22931/4952/10228/8720/3127/5874/51128/5587/164/6311/57589/80148/286451/3113/80346/27065/54715/164633/286410/27252/25999/8938/79971/51308/10981/339122/8613/22856/10890/2589/192683/25963/2523/9527/4247/27314/8702/221079/55361/8766/10690/134829/8934/653519/59352/8905	142
CC	GO:0099634	postsynaptic specialization membrane	53/5175	118/19559	1.1367274772679759e-5	2.80881692770087e-4	2.200117697938018e-4	22871/2903/57497/2561/2043/491/3756/775/57053/54910/107/27020/2066/55327/3752/1742/2894/10368/401190/388336/146395/1630/112476/747/57537/2045/2905/4897/2557/26045/1740/1131/9746/2911/1008/22829/729956/9162/7074/2901/88/2902/25945/1739/57555/55333/59283/23237/57622/9890/1949/58489/729993	53
CC	GO:0031252	cell leading edge	150/5175	421/19559	1.7625814235616737e-5	4.2191792826507565e-4	3.3048401691781386e-4	8525/1021/1969/90417/1605/1803/3643/57698/5879/3756/6092/55604/2191/3746/10163/5048/387/91663/55785/57514/7283/8633/286/4628/8976/2564/55561/23710/388336/53905/324/7456/154810/23647/5034/22902/6506/747/5829/5584/5796/3747/23586/60/323/154796/135/2557/6993/26986/2319/23109/960/23550/7852/64419/26060/9750/58/8516/10810/382/5872/3208/10642/4988/490/23362/199731/54942/4739/26047/29993/9495/7168/3749/51763/729956/7399/23625/10411/57679/121512/57669/55704/81848/5058/667/55607/114609/9181/6845/221472/4163/7074/9459/27124/22885/10096/526/10094/91039/3685/9265/133746/4830/9107/57608/10395/9788/92154/10456/11075/3767/2185/9912/65979/149371/57026/57403/5341/4289/9026/9748/2555/79971/6711/4534/10006/6093/51466/54518/322/4644/10788/388325/2566/9368/81565/2241/4771/51474/10630/23129/2017/23075/6249/64787/5756/729993	150
CC	GO:0000151	ubiquitin ligase complex	108/5175	287/19559	1.949797804084179e-5	4.525894296752973e-4	3.5450869165166895e-4	57688/57643/23194/80232/6468/54442/84447/1643/10238/1163/8816/80325/119504/25847/64795/6400/56929/114907/10425/84246/65249/9781/9477/51619/54620/23492/25906/8453/84108/8405/400569/899/1912/25898/57610/84333/165918/90293/142678/51433/84541/84861/7332/64682/55975/55294/9903/25897/255488/7324/6045/10616/11146/51003/672/283807/580/51529/5071/64839/92369/54850/80343/56254/9025/7321/8452/154214/9354/93611/127544/90268/79269/54876/139425/79018/166979/8450/51666/10299/26249/79184/200933/648/80311/4289/79139/23510/9681/126433/27252/8065/9604/8697/51665/55827/7320/1164/26994/339745/23304/50717/80067/440590/139170/23291/26259/9443	108
CC	GO:0045121	membrane raft	121/5175	329/19559	2.2030182609118843e-5	4.96327055252501e-4	3.887679283962149e-4	1272/23017/1605/1803/153129/3643/30846/79870/5519/949/4038/107/1946/1268/91663/857/7143/5788/659/2824/148/3098/11160/65078/3162/2534/5538/948/682/962/1525/7046/920/6506/2013/6608/79180/930/5045/5621/23180/1398/2319/1012/4311/5663/7124/119/130574/6786/3845/3945/5740/858/287/1201/4988/490/3753/3055/3667/3778/329/836/9495/5573/356/54982/284/8436/8649/1756/867/6386/55107/84830/55004/3738/3932/871/6331/23426/7010/7133/5594/1956/10395/6385/8631/7035/8837/2185/7416/1739/483/5727/11149/868/5576/931/19/493/25999/120/8613/23237/6532/1910/55824/7224/55361/10855/9368/8611/10630/5743/1200/909/824/1604/51090	121
CC	GO:1904115	axon cytoplasm	30/5175	57/19559	2.3214318391695355e-5	5.080619396582469e-4	3.9795974385763475e-4	9371/5048/7345/80128/55207/23095/26985/3798/66000/22906/8120/7014/388552/1740/3800/84062/667/8546/10749/5874/127829/55860/11127/55330/3799/9001/3315/26258/81565/23291	30
CC	GO:0030135	coated vesicle	111/5175	298/19559	2.5225941328688276e-5	5.345917469803913e-4	4.187402717862074e-4	23062/10959/4074/51762/8218/57030/23208/3123/25977/10618/7039/6272/372/112574/1889/950/6572/57120/10483/3134/8724/5286/146705/3998/55690/56681/920/915/10802/5045/7037/6440/1211/163/8120/203547/9892/90411/1294/84317/8674/1906/50999/163486/222068/22905/23677/9779/5872/1213/2572/8301/54732/6811/6844/8615/2060/29993/57720/22937/55704/6570/6571/29097/8546/22818/5864/6845/7474/10188/57222/26276/3092/6857/261729/8322/10484/4952/10228/23245/3127/5873/89866/57214/29988/5874/1956/51128/164/286451/3113/10456/8650/9685/113419/51014/9026/10945/10121/25956/83394/3107/147007/10427/10972/4900/1950/127833/134829/11021/1075	111
CC	GO:0098857	membrane microdomain	121/5175	330/19559	2.5822316760149453e-5	5.345917469803913e-4	4.187402717862074e-4	1272/23017/1605/1803/153129/3643/30846/79870/5519/949/4038/107/1946/1268/91663/857/7143/5788/659/2824/148/3098/11160/65078/3162/2534/5538/948/682/962/1525/7046/920/6506/2013/6608/79180/930/5045/5621/23180/1398/2319/1012/4311/5663/7124/119/130574/6786/3845/3945/5740/858/287/1201/4988/490/3753/3055/3667/3778/329/836/9495/5573/356/54982/284/8436/8649/1756/867/6386/55107/84830/55004/3738/3932/871/6331/23426/7010/7133/5594/1956/10395/6385/8631/7035/8837/2185/7416/1739/483/5727/11149/868/5576/931/19/493/25999/120/8613/23237/6532/1910/55824/7224/55361/10855/9368/8611/10630/5743/1200/909/824/1604/51090	121
CC	GO:0031253	cell projection membrane	125/5175	344/19559	3.0973631474471254e-5	6.243632028801311e-4	4.890573390705988e-4	22919/2782/200958/1969/1803/3643/22941/5879/3756/7369/6092/2191/949/26123/3746/65010/387/286/6558/730094/23035/27241/2564/5158/23710/388336/948/324/1260/10999/6506/747/6608/358/113235/3747/23586/135/2557/23109/5794/6584/960/23550/23657/5745/9750/55212/8516/5205/382/84958/4891/3208/23432/1244/4988/762/490/50617/23362/26047/2060/29993/9495/7168/3749/9154/4478/51763/11136/729956/7399/1756/57669/81848/5058/114609/9181/10938/221472/7074/2121/7402/634/374403/57111/10400/3685/81693/4830/9107/57608/10395/92154/3767/10227/5145/1739/5727/11149/50807/8573/57026/5341/6533/9026/2555/79971/6711/388325/2566/9368/4771/51474/5172/10630/482/23129/64787/11021/6010/5756/2768/729993	125
CC	GO:0098589	membrane region	124/5175	343/19559	4.334053146100309e-5	8.512524897212403e-4	6.667774070923554e-4	1272/23017/1605/1803/153129/3643/30846/79870/5519/949/4038/107/1946/1268/91663/857/7143/23299/5788/659/2824/148/3098/11160/65078/3162/2534/5538/948/682/962/1525/7046/920/6506/2013/6608/79180/930/5045/5621/23180/1398/2319/1012/4311/5663/7124/119/130574/6786/3845/3945/5740/858/287/1201/4988/490/3753/3055/3667/3778/329/836/9495/5573/356/54982/284/8436/8649/1756/867/6386/55107/84830/55004/3738/81833/3932/871/6331/23426/7010/7133/5594/1956/10395/6385/8631/7035/8837/2185/7416/1739/483/5727/11149/868/5576/931/9321/19/493/25999/120/8613/23237/6532/1910/55824/7224/55361/10855/9368/8611/10630/5743/1200/909/824/1604/51090	124
CC	GO:0009925	basal plasma membrane	27/5175	51/19559	5.1424886117756456e-5	9.847865691550361e-4	7.71373291766347e-4	200958/1605/947/2066/6541/6558/659/6536/358/975/2064/1131/2060/4363/55914/667/9132/4233/634/27202/7010/6566/6507/3655/1956/2065/9635	27
CC	GO:0030055	cell-substrate junction	148/5175	423/19559	5.6511345189025064e-5	0.001055797327190078	8.269952954491474e-4	6130/22919/6133/6156/1969/1605/6217/1803/4026/5879/8675/390/10971/28964/2191/10391/387/857/57514/5819/811/129446/7171/5788/9173/950/50507/5500/60312/83706/10982/6645/682/2316/5501/5034/51495/847/5829/3660/10174/60/391/5754/3728/26986/2319/1012/6840/10544/79969/4311/7531/960/11078/975/8516/9590/3190/3845/382/1213/858/4082/5094/4988/3055/8500/7525/4739/575/3693/2314/9404/91624/6251/4478/2923/129804/8649/22800/1756/867/6386/57669/55914/8754/81848/5058/667/1265/89782/9181/58497/7041/64759/4659/11261/9019/10096/7010/10094/8895/88/3685/5594/3655/1956/10395/9656/6385/10867/2275/29843/2274/8650/9358/2185/5478/23092/8573/3694/2242/5576/30011/2580/1465/6235/55827/51466/23114/54518/3315/23676/23385/6730/10890/6503/6532/22823/84951/51474/6641/2017/7529/824/5756/2768	148
CC	GO:0043197	dendritic spine	70/5175	175/19559	6.160761998634341e-5	0.0011236056407033107	8.801088569477633e-4	22871/2903/2892/4131/22941/2043/5879/1312/55752/4915/23208/387/3752/1742/4628/26052/29/26037/5501/5499/80315/3706/2823/112476/57537/5701/409/57451/1759/3750/9758/3208/10642/4988/575/9495/84062/8087/25843/57679/9743/5142/55607/2332/6543/9162/7074/8499/5025/5530/88/3739/2213/821/2902/2185/9912/408/50807/9026/2893/22895/9001/322/23237/6503/29904/4900/2017/58489	70
CC	GO:0017053	transcription repressor complex	36/5175	76/19559	7.221183559682893e-5	0.0012863782806318827	0.0010076070083278456	7464/55122/6667/23013/1457/51341/59348/5978/5931/54815/57459/10589/5932/3642/3068/56980/9612/23468/2672/3516/63976/6670/5926/55957/2117/57708/55635/11218/1108/7023/5928/84684/3725/9611/7529/10443	36
CC	GO:0044309	neuron spine	70/5175	177/19559	9.366824354866864e-5	0.0016306789672336406	0.001277294230209118	22871/2903/2892/4131/22941/2043/5879/1312/55752/4915/23208/387/3752/1742/4628/26052/29/26037/5501/5499/80315/3706/2823/112476/57537/5701/409/57451/1759/3750/9758/3208/10642/4988/575/9495/84062/8087/25843/57679/9743/5142/55607/2332/6543/9162/7074/8499/5025/5530/88/3739/2213/821/2902/2185/9912/408/50807/9026/2893/22895/9001/322/23237/6503/29904/4900/2017/58489	70
CC	GO:0031300	intrinsic component of organelle membrane	139/5175	398/19559	1.0277592335331081e-4	0.001749474606414135	0.0013703456447108112	80775/9695/3955/578/113829/55711/84447/55161/259230/153129/8879/8675/27235/5828/7355/57030/23761/6319/3123/1268/9159/56907/811/9583/1889/215/8800/1353/26580/7108/79071/3134/10989/6536/10396/93380/11079/51495/81502/25874/253832/10245/5045/26608/5869/6253/2218/23065/5865/89941/64840/55670/8674/8818/9900/10058/6786/79944/10282/9451/637/55831/1374/3895/23353/169714/1201/115827/51604/10170/90550/5125/2923/22845/118980/94097/80856/142891/92960/54788/6843/57143/5864/10269/6845/23443/23344/57222/6891/55288/6857/6238/261729/10452/5025/93210/5193/10228/3930/3127/51241/5874/54332/84912/5867/83460/6785/64834/3113/79135/821/91252/1388/55624/10299/22926/158866/113419/23471/79139/55333/6252/2555/133022/79971/6853/84236/3107/51283/84188/139322/126129/291/388662/1717/22987/11021/6890/57171	139
CC	GO:0005925	focal adhesion	144/5175	415/19559	1.1026053510419056e-4	0.0018360776063002166	0.0014381808926633554	6130/22919/6133/6156/1969/1605/6217/1803/4026/5879/8675/390/10971/28964/2191/10391/387/857/57514/5819/811/129446/7171/5788/9173/950/50507/5500/60312/10982/6645/682/2316/5501/5034/51495/847/5829/3660/10174/60/391/5754/3728/26986/2319/1012/6840/10544/79969/4311/7531/960/11078/975/8516/9590/3190/3845/382/1213/858/4082/5094/4988/3055/8500/7525/4739/575/3693/2314/9404/91624/6251/4478/2923/129804/8649/22800/867/6386/57669/8754/81848/5058/667/1265/89782/9181/58497/7041/64759/4659/11261/9019/10096/7010/10094/8895/88/3685/5594/3655/1956/10395/9656/6385/10867/2275/29843/2274/8650/9358/2185/5478/23092/8573/3694/2242/5576/30011/2580/1465/6235/55827/51466/23114/54518/3315/23385/6730/10890/6503/6532/22823/84951/51474/6641/2017/7529/824/5756/2768	144
