ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0070542,response to fatty acid,51/8652,100/18112,0.29154065993068734,0.42662439427730925,0.2654231572021528,83516/294515/84351/117182/81722/24654/365228/399489/83805/25288/64194/65129/24539/170915/307092/288985/60351/170911/65179/297480/246074/24323/312670/64032/25513/363002/25692/313587/24718/25698/24471/29527/65984/497840/303914/24693/64476/25467/24860/24494/29184/79238/499358/25757/170816/24450/252900/29577/140586/25203/29259,51
GO:0007586,digestion,72/8652,143/18112,0.2957084109110072,0.43262742933769366,0.2691579284433087,116479/317268/297096/83730/29335/116477/291912/25703/288995/54348/25229/65206/64831/29256/25706/316521/287715/289399/307092/24785/362434/81648/301289/25608/25298/25339/24807/24925/29458/25702/25342/114628/317420/689425/83626/25240/84022/170808/29410/171052/83731/64513/364674/116694/338457/81517/315219/50655/24929/25073/83810/24873/94193/286976/300228/84497/29184/301010/155192/63887/140638/114104/25680/81917/682968/24889/140586/29726/59301/84020/207126/80900,72
GO:0032392,DNA geometric change,47/8652,92/18112,0.29639378430793056,0.4335341449905905,0.2697220390157577,303241/684558/287834/65027/308215/308738/364996/361836/307726/304761/246284/282835/367645/304859/287524/311607/310461/691589/500054/292907/310707/312398/84474/291885/308415/25019/192269/309762/65137/288532/288079/316273/312824/266713/117535/360912/29685/287146/690161/296474/360243/25380/296178/309887/290805/54304/288003,47
GO:0002757,immune response-activating signal transduction,109/8652,219/18112,0.29828481363690285,0.4362035776226244,0.27138281895857636,689792/364386/85471/24934/25297/362513/291813/307199/64023/116477/24558/24931/117268/155918/364403/25660/65206/25110/116590/287673/498003/360797/171136/304988/315609/29645/502585/306956/58942/317382/298485/311658/311909/315348/24796/315716/289051/361659/290537/295347/297480/85424/24626/81821/499497/312937/292658/58853/309622/171145/25414/25668/117063/24224/24887/362860/308417/313587/308496/295378/64513/301173/81749/63835/24832/89783/316256/289785/25738/24699/84005/311860/363577/100913063/499356/64514/361242/363229/287974/24165/301348/81751/295322/309620/100363332/114203/304005/360822/29683/362491/29192/503650/309165/25621/362848/313050/25300/501502/367786/498985/64668/24686/308501/298203/314621/84492/113959/292594/307366,109
GO:0002637,regulation of immunoglobulin production,44/8652,86/18112,0.30010549776175277,0.43876898068420017,0.27297887719911124,311786/287437/81803/25703/364514/25660/252963/289754/56822/291675/303836/246280/317382/361688/84349/24908/297480/361749/303496/313633/292804/317578/116562/25325/25344/308345/338457/171369/363676/24699/680537/296099/365769/24497/24498/24835/303348/360748/291609/25084/116553/287287/308501/114766,44
GO:0044782,cilium organization,189/8652,384/18112,0.30030357418883274,0.4389614412977031,0.2730986160240782,29424/289733/246304/366669/60627/306322/297096/25751/361227/300317/289820/307376/293860/500086/300754/299824/304007/84394/308023/289229/308857/361006/361727/100359753/192204/367242/367171/83788/289168/367153/301121/192249/691093/315952/306664/498328/310315/81816/64462/309681/310806/305386/309156/84411/361096/361410/116557/81732/140734/25609/360985/501158/500069/361930/25496/29718/307940/311952/288654/303968/171566/685664/266809/317576/64551/312937/314169/500442/360461/300866/373066/295062/691335/83466/311429/316412/366872/308417/361634/503018/287531/94188/288545/314523/192229/298577/307724/315915/682445/296968/361195/290705/83532/83465/60586/363286/362142/361419/315578/314961/81740/365476/305552/287612/114764/287845/688802/680407/288652/291944/170924/296654/303240/289716/362987/311224/363139/306400/292684/313417/307302/293148/308577/499814/296618/287867/690865/363126/304469/303915/361512/498102/309459/685425/29885/361438/289900/363544/100360427/362265/312651/315033/307395/364899/314787/295161/287383/498004/292768/79253/292811/308923/293692/308794/681377/501617/306238/57341/311349/315465/295106/366347/299159/29662/246209/304547/679834/305349/300675/299920/25677/309767/299208/295654/102555298/84020/288269/683404/304037/315037/503269/307180/113948/171415/300880/691750/289833/303659/301065,189
GO:0000422,autophagy of mitochondrion,43/8652,84/18112,0.3013557030311135,0.4403045400102978,0.27393422107975,29424/83516/59319/29560/50686/362245/29175/291709/362814/303206/287044/362164/303700/361975/312927/689688/690516/360682/619558/25059/293344/363254/114562/297376/306351/363521/114114/686505/300095/307641/298575/24842/113894/366854/312647/64476/298576/83529/499973/114766/361321/60465/171415,43
GO:0061726,mitochondrion disassembly,43/8652,84/18112,0.3013557030311135,0.4403045400102978,0.27393422107975,29424/83516/59319/29560/50686/362245/29175/291709/362814/303206/287044/362164/303700/361975/312927/689688/690516/360682/619558/25059/293344/363254/114562/297376/306351/363521/114114/686505/300095/307641/298575/24842/113894/366854/312647/64476/298576/83529/499973/114766/361321/60465/171415,43
GO:0009201,ribonucleoside triphosphate biosynthetic process,39/8652,76/18112,0.3064152050292766,0.44749895217250896,0.27841020420664647,83516/29223/25630/297998/308589/64461/24817/362749/25125/362329/171374/85269/64519/171566/309757/690441/24577/245965/297389/26956/363521/171082/24888/100360100/619580/116643/58964/170851/25591/313560/303185/499561/171375/24651/287287/685679/24240/298203/499956,39
GO:0051781,positive regulation of cell division,39/8652,76/18112,0.3064152050292766,0.44749895217250896,0.27841020420664647,24483/29417/207122/305999/83620/361921/94203/29348/117273/24205/25317/114111/310806/24493/79429/24459/282834/683626/59325/360621/294807/361195/404640/89811/81517/24628/362700/307948/315740/83823/25022/29499/24494/360849/29220/500538/170633/25354/315298,39
GO:0045911,positive regulation of DNA recombination,38/8652,74/18112,0.30769309150470553,0.4492659128335004,0.27950951377164873,287437/289820/366980/81822/364514/25660/317413/310658/81816/291787/362132/312154/361688/100362678/303496/365155/116562/292907/308345/304368/100910636/308415/171369/24699/300891/317371/65137/680537/296099/363164/303348/25591/362594/287287/299810/304569/192218/288471,38
GO:0006826,iron ion transport,37/8652,72/18112,0.30897531224886954,0.45093878684079547,0.2805502875918374,304286/25751/192183/361940/300191/117240/302864/500946/499991/24268/288038/79434/116509/117057/314323/54241/311193/684097/306009/140669/25319/291470/295455/116721/288740/312052/305974/170496/306000/29632/287222/301034/170824/688811/29199/29292/100360087,37
GO:0051568,histone H3-K4 methylation,37/8652,72/18112,0.30897531224886954,0.45093878684079547,0.2805502875918374,680576/683923/24388/102550344/315606/85471/29417/100362634/286897/363519/84353/290831/25337/311968/311575/310638/24952/363064/26295/360642/259270/50554/365155/317346/311832/444985/313566/25336/314205/688433/316328/497672/29508/362093/29384/295384/300691,37
GO:0061077,chaperone-mediated protein folding,35/8652,68/18112,0.3115504063726376,0.45459662873321915,0.2828260035533638,689593/313811/308857/307133/361967/680945/260321/294513/25639/311854/25617/294864/308759/58950/24471/315447/24854/116598/362112/192245/64667/303536/60460/297406/303373/288444/287470/79130/295230/29734/295549/299809/288305/266606/24472,35
GO:0001578,microtubule bundle formation,60/8652,119/18112,0.31223775257436837,0.45498912548895165,0.2830701942970145,289733/25595/361466/83685/500086/363974/84394/308857/100359753/306306/691093/310315/81816/64152/116557/685707/501158/29456/308761/685664/500442/293016/311429/291966/315915/296968/498497/315297/361419/315578/308870/365476/114764/287845/362700/680407/310641/363139/292684/313417/287646/287867/309459/361438/363544/315033/498004/292768/681377/361597/306238/315465/366347/679834/361308/299920/309767/299208/683404/113948,60
GO:0046939,nucleotide phosphorylation,59/8652,117/18112,0.31370457275372093,0.45498912548895165,0.2830701942970145,83516/299210/83709/117107/29223/314004/25630/29560/314312/24383/29148/25058/64461/24954/65152/24482/25125/170915/85269/79127/288105/24190/117276/140942/24642/78975/54299/171566/24644/295922/25059/26295/360498/24959/304298/292804/24577/24640/24184/171078/54226/301622/26956/299638/24183/60416/60666/24334/58964/316265/29192/24651/685679/287835/361272/24506/29595/362282/24191,59
GO:0016126,sterol biosynthetic process,31/8652,60/18112,0.3167206306775796,0.45498912548895165,0.2830701942970145,64191/365345/300664/116486/310645/64194/25317/293939/301024/114100/298298/288985/362434/78975/29637/25675/290823/309262/293688/300095/304805/54225/29534/29441/140638/81726/24450/24377/117278/25541/25428,31
GO:0070231,T cell apoptotic process,31/8652,60/18112,0.3167206306775796,0.45498912548895165,0.2830701942970145,499342/116502/29560/361577/301626/25385/24185/24874/500318/85420/294797/140588/317673/25296/64547/311414/24887/360481/308496/29653/64044/24842/246097/116462/24165/29215/361241/84600/499285/64566/363082,31
GO:0070534,protein K63-linked ubiquitination,30/8652,58/18112,0.31801096270519524,0.45498912548895165,0.2830701942970145,362736/362788/303350/407784/311786/296390/287155/291912/293561/309157/308906/361013/365037/362002/81816/304709/29274/311567/690043/305549/291171/314405/246216/293705/303689/60371/361857/690433/679875/687813,30
GO:1903793,positive regulation of anion transport,30/8652,58/18112,0.31801096270519524,0.45498912548895165,0.2830701942970145,64440/289733/25369/24410/79212/58971/25416/66026/252919/312896/24493/81632/25298/83629/29597/24323/25187/24413/25107/25569/366274/25548/24511/59103/24179/24494/81657/24653/29192/57395,30
GO:2000106,regulation of leukocyte apoptotic process,56/8652,111/18112,0.3181982351535727,0.45498912548895165,0.2830701942970145,499342/65037/366508/29560/25197/291912/308444/310533/301626/58935/364403/24874/500318/85420/294797/24918/50557/317673/360618/25296/100362347/297480/311414/499497/309757/58853/288077/25406/24887/84022/60427/24577/310392/308496/116562/29653/25325/54260/64044/298006/24842/117029/363229/100360518/116462/24165/300678/29215/286900/361241/84600/499285/64566/29385/363082/25380,56
GO:0072522,purine-containing compound biosynthetic process,94/8652,189/18112,0.3186680761209773,0.45498912548895165,0.2830701942970145,25289/81530/81636/24602/83516/29219/292072/29223/25630/29562/311569/297998/684158/308589/25288/360511/171402/64461/81640/24817/362749/25125/362329/171374/140946/364975/84420/85269/64519/316218/79127/305248/192281/298490/25368/113976/171566/289276/24465/114593/309757/117243/690441/500986/24577/29316/24603/24184/363069/290029/245965/297389/497757/289950/360639/26956/363521/171082/117544/296167/24888/24183/25095/288259/100360100/58813/24165/116643/113911/58964/171087/26759/116556/170851/60581/361895/25591/81654/303185/499561/171375/24651/298954/287287/685679/295443/301233/24159/25014/94340/298203/296259/298942/25656,94
GO:0006695,cholesterol biosynthetic process,29/8652,56/18112,0.3192974354894083,0.45498912548895165,0.2830701942970145,64191/300664/116486/310645/64194/25317/293939/301024/114100/298298/288985/362434/78975/29637/25675/290823/309262/293688/300095/54225/29534/29441/140638/81726/24450/24377/117278/25541/25428,29
GO:0070169,positive regulation of biomineral tissue development,29/8652,56/18112,0.3192974354894083,0.45498912548895165,0.2830701942970145,85272/304581/83476/304334/313860/83504/315294/25296/315716/499497/300870/313922/140590/84426/315039/689008/81507/79558/81733/289525/29263/298878/292263/315272/100362255/29373/24176/24653/25290,29
GO:1902653,secondary alcohol biosynthetic process,29/8652,56/18112,0.3192974354894083,0.45498912548895165,0.2830701942970145,64191/300664/116486/310645/64194/25317/293939/301024/114100/298298/288985/362434/78975/29637/25675/290823/309262/293688/300095/54225/29534/29441/140638/81726/24450/24377/117278/25541/25428,29
GO:0010677,negative regulation of cellular carbohydrate metabolic process,28/8652,54/18112,0.3205781085074237,0.45498912548895165,0.2830701942970145,364206/83516/83709/287115/297417/29148/681056/24954/25125/170915/314623/59329/140942/54299/498416/295922/365842/312159/25099/294806/299638/501664/299691/24498/301617/287533/24506/24536,28
GO:0043403,skeletal muscle tissue regeneration,28/8652,54/18112,0.3205781085074237,0.45498912548895165,0.2830701942970145,29602/24392/25682/303468/100360552/25630/498440/117279/24936/29148/81649/361065/362624/24482/114850/266707/315294/24404/299284/312299/337868/29152/171160/25714/29155/113995/25621/25380,28
GO:0045071,negative regulation of viral genome replication,27/8652,52/18112,0.3218506995990717,0.45498912548895165,0.2830701942970145,291921/65190/289736/315137/689883/192281/296753/84472/316982/252832/311430/500956/81635/296384/680155/293294/399679/24835/305066/361811/494202/293052/287533/301034/499801/494201/494200,27
GO:0045646,regulation of erythrocyte differentiation,27/8652,52/18112,0.3218506995990717,0.45498912548895165,0.2830701942970145,24356/499171/294515/361439/29560/114483/497991/25159/81649/24918/25125/315348/25587/54264/29344/362176/54259/29263/300193/362957/311832/296408/360748/60421/25172/25124/24472,27
GO:0002275,myeloid cell activation involved in immune response,53/8652,105/18112,0.3228402054666513,0.45498912548895165,0.2830701942970145,289733/24602/29434/83730/81803/24803/360725/24451/292028/25159/364403/308589/500985/287537/25316/116657/360797/498475/297607/64030/361749/114593/81745/58853/29316/363328/404640/24258/25047/301737/314654/84477/116677/81511/301059/314619/114554/25578/171056/25542/361597/687536/192177/362848/64630/25084/58959/116553/287287/25172/114095/309684/79113,53
GO:0045839,negative regulation of mitotic nuclear division,26/8652,50/18112,0.32311251644365663,0.45498912548895165,0.2830701942970145,85272/361182/297176/24205/140583/25296/314949/304477/303037/298884/287622/691493/500870/362044/680006/102551085/292263/25022/303792/316237/287603/58964/291659/300711/25203/304862,26
GO:0097028,dendritic cell differentiation,26/8652,50/18112,0.32311251644365663,0.45498912548895165,0.2830701942970145,171411/292060/309178/81722/308444/58935/364403/287673/56822/679028/311718/311061/299206/84349/297604/29492/291100/316051/116677/25050/297077/29192/287287/25172/100360982/362800,26
GO:0000301,"retrograde transport, vesicle recycling within Golgi",6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,361073/690961/361407/310411/299258/303652,6
GO:0000492,box C/D snoRNP assembly,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,497975/364430/292907/65137/299700/315645,6
GO:0001765,membrane raft assembly,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,64665/360468/25404/363425/124461/56611,6
GO:0002349,histamine production involved in inflammatory response,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,289733/24602/83730/360725/25578/64630,6
GO:0002433,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,29645/290537/295347/362860/289785/24699,6
GO:0002441,histamine secretion involved in inflammatory response,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,289733/24602/83730/360725/25578/64630,6
GO:0002553,histamine secretion by mast cell,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,289733/24602/83730/360725/25578/64630,6
GO:0002604,regulation of dendritic cell antigen processing and presentation,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,291912/287673/500133/84586/445442/298006,6
GO:0003183,mitral valve morphogenesis,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,367100/25496/85489/140590/81507/79558,6
GO:0003433,chondrocyte development involved in endochondral bone morphogenesis,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,94338/685072/298101/29345/140586/297894,6
GO:0006000,fructose metabolic process,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,24788/24190/117276/24640/24638/25659,6
GO:0006183,GTP biosynthetic process,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,64461/362329/85269/171566/58964/685679,6
GO:0008343,adult feeding behavior,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,288995/313512/25608/84022/24604/59301,6
GO:0010041,response to iron(III) ion,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,64831/300339/156117/24377/81687/25203,6
GO:0010807,regulation of synaptic vesicle priming,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,116470/81022/25531/499903/64830/24923,6
GO:0015808,L-alanine transport,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,303148/305540/252919/84551/192208/315439,6
GO:0015810,aspartate transmembrane transport,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,64846/311846/305131/313089/304203/289443,6
GO:0016078,tRNA catabolic process,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,366017/313707/295050/361191/316098/294975,6
GO:0016559,peroxisome fission,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,301563/288369/114114/89868/50681/170588,6
GO:0017185,peptidyl-lysine hydroxylation,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,297595/116552/360627/288583/300901/360665,6
GO:0018298,protein-chromophore linkage,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,170917/192223/316259/299691/25377/81644,6
GO:0019336,phenol-containing compound catabolic process,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,29475/65162/25699/308868/24267/294119,6
GO:0032224,"positive regulation of synaptic transmission, cholinergic",6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,25369/29180/24596/24807/25187/81725,6
GO:0033299,secretion of lysosomal enzymes,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,360904/312689/362865/680476/360476/114638,6
GO:0033504,floor plate development,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,294503/315952/364666/305497/363544/304729,6
GO:0034163,regulation of toll-like receptor 9 signaling pathway,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,65190/315203/246280/25529/338457/83765,6
GO:0034214,protein hexamerization,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,171347/311846/305131/362700/24506/289443,6
GO:0035338,long-chain fatty-acyl-CoA biosynthetic process,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,25288/171402/113976/117243/361895/94340,6
GO:0035581,sequestering of extracellular ligand from receptor,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,83727/689008/59107/500485/289264/50594,6
GO:0035646,endosome to melanosome transport,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,306868/306332/361555/680476/365042/252916,6
GO:0035811,negative regulation of urine volume,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,25289/25108/303504/29180/24925/24176,6
GO:0035871,protein K11-linked deubiquitination,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,310677/683206/286761/500572/314405/100361658,6
GO:0036480,neuron intrinsic apoptotic signaling pathway in response to oxidative stress,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,84014/29560/60430/298575/25591/317259,6
GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,29645/290537/295347/362860/289785/24699,6
GO:0042045,epithelial fluid transport,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,50672/25262/362013/24323/25240/301010,6
GO:0042439,ethanolamine-containing compound metabolic process,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,364380/25699/29194/303407/296757/294119,6
GO:0043476,pigment accumulation,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,306868/306332/361555/680476/365042/252916,6
GO:0043482,cellular pigment accumulation,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,306868/306332/361555/680476/365042/252916,6
GO:0043485,endosome to pigment granule transport,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,306868/306332/361555/680476/365042/252916,6
GO:0044351,macropinocytosis,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,25751/289014/306941/290537/362860/24923,6
GO:0045588,positive regulation of gamma-delta T cell differentiation,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,24918/315348/24699/161452/289026/313050,6
GO:0046135,pyrimidine nucleoside catabolic process,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,315137/25383/81656/399679/301226/362638,6
GO:0046645,positive regulation of gamma-delta T cell activation,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,24918/315348/24699/161452/289026/313050,6
GO:0048757,pigment granule maturation,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,306868/306332/361555/680476/365042/252916,6
GO:0050847,progesterone receptor signaling pathway,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,117560/83805/361585/25154/192645/25344,6
GO:0051643,endoplasmic reticulum localization,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,25017/288557/60431/361881/299488/363120,6
GO:0051660,establishment of centrosome localization,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,301455/297176/83572/366872/25252/81918,6
GO:0060028,convergent extension involved in axis elongation,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,289229/84402/309377/364952/64566/310552,6
GO:0060385,axonogenesis involved in innervation,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,266777/311144/29751/24323/24326/94204,6
GO:0061669,spontaneous neurotransmitter secretion,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,81820/84685/25716/64830/24923/171039,6
GO:0070099,regulation of chemokine-mediated signaling pathway,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,360272/29560/24323/58946/29511/83467,6
GO:0070244,negative regulation of thymocyte apoptotic process,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,29560/24874/25296/116462/24165/84600,6
GO:0070857,regulation of bile acid biosynthetic process,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,25114/252917/170582/309757/305066/25428,6
GO:0070862,negative regulation of protein exit from endoplasmic reticulum,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,294331/64194/362891/499157/100910823/361094,6
GO:0071317,cellular response to isoquinoline alkaloid,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,84686/29386/309622/25601/312647/25743,6
GO:0071420,cellular response to histamine,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,24448/29705/29709/24922/25450/79114,6
GO:0071421,manganese ion transmembrane transport,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,170699/289353/306009/689560/295455/364137,6
GO:0071600,otic vesicle morphogenesis,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,502935/25022/140586/29349/170633/360737,6
GO:0072177,mesonephric duct development,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,24650/25236/25640/498328/498819/298878,6
GO:0099022,vesicle tethering,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,314393/291182/304019/303764/689997/363675,6
GO:0099640,axo-dendritic protein transport,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,84590/311024/25152/25017/24471/302983,6
GO:1901299,negative regulation of hydrogen peroxide-mediated programmed cell death,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,24446/298575/685781/288444/24553/64045,6
GO:1901374,acetate ester transport,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,25369/25101/25398/60422/25187/24904,6
GO:1901552,positive regulation of endothelial cell development,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,116479/307618/299284/498549/24170/287287,6
GO:1901724,positive regulation of cell proliferation involved in kidney development,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,117092/117279/500562/24499/24577/24628,6
GO:1901858,regulation of mitochondrial DNA metabolic process,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,83516/303369/312647/303185/298203/54304,6
GO:1902255,positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,81710/24577/29258/362675/170824/292156,6
GO:1902884,positive regulation of response to oxidative stress,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,294515/362624/297480/64513/311860/29384,6
GO:1903142,positive regulation of establishment of endothelial barrier,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,116479/307618/299284/498549/24170/287287,6
GO:1903376,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,84014/29560/60430/298575/25591/317259,6
GO:1903596,regulation of gap junction assembly,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,25404/304514/83518/24179/24494/24310,6
GO:1903748,negative regulation of establishment of protein localization to mitochondrion,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,29477/116666/361167/288444/300160/315665,6
GO:1903894,regulation of IRE1-mediated unfolded protein response,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,59303/304709/24908/25617/288741/286906,6
GO:1904045,cellular response to aldosterone,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,25122/114244/59266/24617/24768/24310,6
GO:1904179,positive regulation of adipose tissue development,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,303021/60351/309757/25664/171143/59301,6
GO:1904851,positive regulation of establishment of protein localization to telomere,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,294864/170944/297406/295230/299809/288305,6
GO:1990535,neuron projection maintenance,6/8652,10/18112,0.323380123285395,0.45498912548895165,0.2830701942970145,24954/25152/54226/29192/24506/24686,6
GO:0003298,physiological muscle hypertrophy,25/8652,48/18112,0.32436037148516456,0.45498912548895165,0.2830701942970145,64353/24602/50686/56718/29480/24482/170915/29431/298696/293024/297480/24925/24323/309757/24413/497229/24179/116717/114901/246297/24377/314981/84583/54254/29412,25
GO:0003301,physiological cardiac muscle hypertrophy,25/8652,48/18112,0.32436037148516456,0.45498912548895165,0.2830701942970145,64353/24602/50686/56718/29480/24482/170915/29431/298696/293024/297480/24925/24323/309757/24413/497229/24179/116717/114901/246297/24377/314981/84583/54254/29412,25
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,25/8652,48/18112,0.32436037148516456,0.45498912548895165,0.2830701942970145,84014/29477/29560/362778/300948/114509/315713/24404/309757/24224/252855/494345/25426/24471/66028/315732/60430/298575/365057/288444/25591/29142/24514/361092/317259,25
GO:0010288,response to lead ion,25/8652,48/18112,0.32436037148516456,0.45498912548895165,0.2830701942970145,444984/25673/29477/117182/79212/362245/65129/65179/24648/29386/29392/24668/304024/24673/54226/29527/25548/24791/300095/24888/25709/29632/361338/64192/29292,25
GO:0045923,positive regulation of fatty acid metabolic process,25/8652,48/18112,0.32436037148516456,0.45498912548895165,0.2830701942970145,289733/25682/83516/59295/304785/679692/85489/404280/58853/25107/84022/25664/171078/29527/25735/24179/25467/84497/24494/24653/140638/25757/24506/94340/25380,25
GO:0061049,cell growth involved in cardiac muscle cell development,25/8652,48/18112,0.32436037148516456,0.45498912548895165,0.2830701942970145,64353/24602/50686/56718/29480/24482/170915/29431/298696/293024/297480/24925/24323/309757/24413/497229/24179/116717/114901/246297/24377/314981/84583/54254/29412,25
GO:0030593,neutrophil chemotaxis,52/8652,103/18112,0.3244225508622988,0.45498912548895165,0.2830701942970145,360272/294560/306934/291912/29681/117551/685004/287673/89843/315348/309451/89808/24626/29397/24323/60665/360579/24326/94195/155140/295378/316457/315610/29573/315509/81517/24324/298006/680127/360750/114114/25246/301229/363463/311647/24494/25118/29220/25353/287910/81503/245920/366270/25542/29385/309684/245978/113959/84397/363875/29259/298518,52
GO:0050691,regulation of defense response to virus by host,24/8652,46/18112,0.3255904755046378,0.45498912548895165,0.2830701942970145,303905/363067/315713/117033/362172/498840/689932/304294/304859/252832/155140/313587/299331/311430/292892/361857/291967/293294/290549/24494/298576/287287/25124/25670,24
GO:0045066,regulatory T cell differentiation,23/8652,44/18112,0.32679830338373095,0.45498912548895165,0.2830701942970145,294515/59319/25660/690899/63995/303836/317382/689988/54299/299284/361435/25406/116562/63835/24508/81517/24471/362481/297596/100360621/298579/313050/292594,23
GO:0036119,response to platelet-derived growth factor,22/8652,42/18112,0.32797842327800986,0.45498912548895165,0.2830701942970145,24392/313729/307845/83805/297893/315655/500985/116548/302678/24629/25694/301511/50563/24577/25661/59107/25664/24617/301737/24628/25676/361598,22
